UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
105899,1,3,1,3,5,3,5,1,5,R,1222,R,813.0,R,409.0,R,928.0,R,587.0,R,341.0,R,311.0,R,203.0,R,108.0,R,304.0,R,202.0,R,102.0,R,7.0,R,1.0,R,6.0,R,41.0,R,13.0,R,67.0,R,22.0,R,480.0,R,590.0,R,480.0,R,580.0,R,16.0,R,23.0,R,14.0,R,22.0,R,16.0,R,23.0,Arizona Christian University, ,1 W. Firestorm Way,Glendale,AZ,85306-3216,4,6,Len Munsil,President,6024895300,860186050,020129144,711300,1,arizonachristian.edu/,arizonachristian.edu/admissions/,arizonachristian.edu/admissions/financial-aid,arizonachristian.edu/admissions/apply,arizonachristian.edu/admissions/financial-aid/calculator,arizonachristian.edu/admissions/campus/veterans/, ,arizonachristian.edu/about/departments/disability-services/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,22,15,0,11,2,8,22,22,22,51,2,2,2,-2,-2,38060,1,429,-2,4013,Maricopa County,408,-112.181776,33.622952,140,1
106245,1,3,1,2,3,3,1,1,3,R,3786,R,1302.0,R,2484.0,R,2184.0,R,776.0,R,1408.0,R,481.0,R,214.0,R,267.0,R,446.0,R,199.0,R,247.0,R,35.0,R,15.0,R,20.0,R,25.0,R,5.0,R,409.0,R,85.0,R,520.0,R,590.0,R,500.0,R,590.0,R,19.0,R,25.0,R,19.0,R,26.0,R,17.0,R,24.0,University of Arkansas at Little Rock,UA Little Rock|University of Arkansas-Little Rock|Arkansas Little Rock|,2801 S University Ave,Little Rock,AR,72204,5,5,Dr. Christina Drale,Chancellor,5015693000,710236904,036725083,110100,1,ualr.edu/www/,ualr.edu/admissions/,ualr.edu/financialaid/,ualr.edu/admissions/application/,ualr.edu/finaid/npc/npcalc.htm,ualr.edu/military/,ualr.edu/institutionalresearch/student-right-know/,ualr.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,16,13,17,7,5,12,16,17,17,16,2,3,1,University of Arkansas System,105030,30780,1,340,-2,5119,Pulaski County,502,-92.339778,34.723254,97,1
106342,1,3,3,2,3,3,5,3,3,R,2444,R,1651.0,R,766.0,R,665.0,R,434.0,R,225.0,R,138.0,R,90.0,R,48.0,R,138.0,R,90.0,R,48.0,A,,A,,A,,R,15.0,R,11.0,R,85.0,R,62.0,R,520.0,R,590.0,R,530.0,R,605.0,R,21.0,R,26.0,R,20.0,R,26.0,R,19.0,R,26.0,Lyon College, ,2300 Highland Road,Batesville,AR,72501,5,5,Melissa Taverner,Interim President,8703077000,710246213,071248355,108800,1,www.lyon.edu/,www.lyon.edu/admission,https://www.lyon.edu/financial-aid,https://lyon-uga.edu.185r.net/survey/?id=112,https://lyon.virtueanalytics.com/#!/home/npc,www.lyon.edu/veterans-and-dependents-benefits-and-military-service-credit,ope.ed.gov/athletics/#/institution/details,https://www.lyon.edu/americans-disabilities-act,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,8,21,21,21,31,2,1,2,-2,-2,12900,2,-2,-2,5063,Independence County,501,-91.625354,35.777619,134,1
106397,1,5,1,5,3,3,1,5,3,R,21462,R,8507.0,R,12955.0,R,17743.0,R,6871.0,R,10872.0,R,6065.0,R,2534.0,R,3531.0,R,6012.0,R,2507.0,R,3505.0,R,53.0,R,27.0,R,26.0,R,1566.0,R,26.0,R,4735.0,R,78.0,R,530.0,R,620.0,R,520.0,R,600.0,R,21.0,R,28.0,R,21.0,R,29.0,R,20.0,R,27.0,University of Arkansas,University of Arkansas|Arkansas,Administration Bldg 425,Fayetteville,AR,72701,5,5,Charles F. Robinson,Interim Chancellor,4795752000,716003252,191429745|140031639|114683659|136152431|937747111|170103980,110800,1,https://www.uark.edu/,https://admissions.uark.edu/,https://finaid.uark.edu/,https://admissions.uark.edu/apply/,https://finaid.uark.edu/aid-calculator.php,https://veteranscenter.uark.edu/,https://catalog.uark.edu/undergraduatecatalog/academicregulations/graduationrates/,https://cea.uark.edu/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,15,12,4,16,15,15,15,15,1,5,1,University of Arkansas System,105030,22220,1,-2,-2,5143,Washington County,503,-94.176981,36.070009,92,1
106412,1,2,1,2,3,3,1,1,3,R,4699,R,1725.0,R,2974.0,R,3173.0,R,1125.0,R,2048.0,R,677.0,R,278.0,R,399.0,R,590.0,R,236.0,R,354.0,R,87.0,R,42.0,R,45.0,R,78.0,R,12.0,R,549.0,R,81.0,R,420.0,R,508.0,R,390.0,R,508.0,R,14.0,R,18.0,R,12.0,R,18.0,R,14.0,R,17.0,University of Arkansas at Pine Bluff,UAPB,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,5,5,Laurence B. Alexander,Chancellor,8705758000,716010030,837028786|627198211,108600,1,www.uapb.edu/,www.uapb.edu/admissions.aspx,www.uapb.edu/administration/enrollment_management/financial_aid.aspx,https://www.uapb.edu/admissions.aspx,www.uapb.edu/admissions/net_price_calculator.aspx, ,https://www.uapb.edu/administration/office_of_the_chancellor/planning_institutional_research_and_public_information/student_outcome_data.aspx,www.uapb.edu/administration/student_affairs/disability_services.aspx,1,1,1,9,1,1,12,1,1,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,6,10,3,11,22,22,22,32,1,2,1,University of Arkansas System,105030,38220,1,340,-2,5069,Jefferson County,504,-92.018683,34.244031,136,1
106458,1,2,1,2,3,3,1,1,3,R,5835,R,2317.0,R,3516.0,R,3693.0,R,1388.0,R,2305.0,R,1301.0,R,528.0,R,773.0,R,1225.0,R,497.0,R,728.0,R,76.0,R,31.0,R,45.0,R,32.0,R,2.0,R,1162.0,R,89.0,R,510.0,R,590.0,R,520.0,R,610.0,R,20.0,R,26.0,R,21.0,R,28.0,R,18.0,R,25.0,Arkansas State University,A-State,2105 E. Aggie Road,Jonesboro,AR,72401,5,5,Kelly R. Damphousse,Chancellor,8709722100,716000556,073510067,109000,1,www.astate.edu/,www.astate.edu/admissions,www.astate.edu/finaid,https://www.astate.edu/info/apply/,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot, ,www.astate.edu/dotAsset/0376d7cd-f2e2-494a-9e75-2979708dc04d.pdf,https://www.astate.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,16,16,18,9,4,13,16,18,18,21,2,4,1,Arkansas State University System,105010,27860,1,308,-2,5031,Craighead County,501,-90.679988,35.842388,96,1
106704,1,3,1,2,3,3,5,1,3,R,6057,R,2152.0,R,3905.0,R,5595.0,R,1969.0,R,3626.0,R,1854.0,R,670.0,R,1184.0,R,1844.0,R,663.0,R,1181.0,R,10.0,R,7.0,R,3.0,R,54.0,R,3.0,R,1751.0,R,94.0,R,500.0,R,600.0,R,480.0,R,560.0,R,19.0,R,26.0,R,20.0,R,28.0,R,17.0,R,25.0,University of Central Arkansas, ,201 Donaghey Ave,Conway,AR,72035-0001,5,5,Houston Davis,President,5014505000,716001828,006562250,109200,1,www.uca.edu/,uca.edu/admissions,uca.edu/financialaid/,uca.edu/admissions/apply,uca.edu/financialaid/financial-aid-net-price-calculator/,uca.edu/studentaccounts,uca.edu/consumerinfo/,uca.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,18,13,4,13,17,18,18,21,2,4,2,-2,-2,30780,1,340,-2,5045,Faulkner County,502,-92.457672,35.077945,99,1
106713,1,1,1,2,3,3,1,1,3,R,349,R,210.0,R,139.0,R,215.0,R,124.0,R,91.0,R,138.0,R,83.0,R,55.0,R,136.0,R,82.0,R,54.0,R,2.0,R,1.0,R,1.0,R,16.0,R,12.0,R,109.0,R,79.0,R,450.0,R,588.0,R,453.0,R,548.0,R,18.0,R,23.0,R,17.0,R,23.0,R,16.0,R,24.0,Central Baptist College,CBC,1501 College Avenue,Conway,AR,72034,5,5,Terry Kimbrow,President,5013296872,710349638, ,109300,1,www.cbc.edu/,www.cbc.edu/future_students/admissions_home.aspx,www.cbc.edu/financial_aid.aspx,www.cbc.edu/future_students/admissions/become_a_student.aspx,www.cbc.edu/financial_aid/net_price_calculator.aspx,www.cbc.edu/future_students/admissions/military_students/cbc_military_benefits,www.cbc.edu/all_about_cbc/student_consumer_information,www.cbc.edu/current_students/student_services/disability_support,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,22,18,0,11,2,7,22,22,22,51,2,1,2,-2,-2,30780,1,340,-2,5045,Faulkner County,502,-92.445021,35.083838,142,2
107044,2,2,1,2,1,3,1,1,3,R,2200,R,894.0,R,1306.0,R,1191.0,R,488.0,R,703.0,R,748.0,R,315.0,R,433.0,R,744.0,R,313.0,R,431.0,R,4.0,R,2.0,R,2.0,R,169.0,R,23.0,R,597.0,R,80.0,R,530.0,R,660.0,R,520.0,R,640.0,R,20.0,R,28.0,R,21.0,R,31.0,R,18.0,R,27.0,Harding University, ,915 E. Market Ave.,Searcy,AR,72149-5615,5,5,David B. Burks,President,5012794000,710236896,009418253|168176089|100912773|075661892|969390603|048834856|153081323|168577849|801077660|807979737|192394609|956628945|784893901,109700,1,www.harding.edu/,www.harding.edu/admissions/,www.harding.edu/finaid/,www.harding.edu/admissions/howtoapply.html,www.harding.edu/admissions/npc.html,www.harding.edu/registrar/va.html,www.harding.edu/consumerinfo/,www.harding.edu/academics/academic-support/disabilityservices,2,1,2,9,1,1,11,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,12,12,4,14,17,18,18,22,2,2,2,-2,-2,42620,2,340,-2,5145,White County,502,-91.726143,35.247386,101,1
107071,1,5,1,3,3,3,1,1,3,R,2377,R,869.0,R,1508.0,R,1783.0,R,631.0,R,1152.0,R,418.0,R,214.0,R,204.0,R,416.0,R,214.0,R,202.0,R,2.0,R,0.0,R,2.0,R,24.0,R,6.0,R,376.0,R,90.0,R,470.0,R,583.0,R,508.0,R,568.0,R,18.0,R,24.0,R,18.0,R,25.0,R,17.0,R,24.0,Henderson State University, ,1100 Henderson Street,Arkadelphia,AR,71999-0001,5,5,Jim Borsig,Chancellor,8702305000,716000286,067667196,109800,1,https://www.hsu.edu/,https://www.hsu.edu/pages/future-students/admissions/,https://www.hsu.edu/pages/future-students/financial-aid/,https://admissions.hsu.edu/apply/,https://www.hsu.edu/pages/future-students/financial-aid/net-price-calculator/, ,https://www.hsu.edu/pages/about/consumer-information/academics/,https://www.hsu.edu/pages/about/administration/student-affairs-and-student-success/trio-programs/disability-resource-center/,1,1,1,8,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,6,11,3,11,19,19,19,21,2,2,1,Arkansas State University System,105010,11660,2,-2,-2,5019,Clark County,504,-93.059703,34.128155,118,2
107080,1,5,1,1,5,3,5,3,3,R,2385,R,1212.0,R,1173.0,R,1629.0,R,811.0,R,818.0,R,316.0,R,155.0,R,161.0,R,316.0,R,155.0,R,161.0,A,,A,,A,,R,41.0,R,13.0,R,216.0,R,69.0,R,560.0,R,680.0,R,530.0,R,660.0,R,24.0,R,31.0,R,23.0,R,34.0,R,22.0,R,27.0,Hendrix College, ,1600 Washington Ave,Conway,AR,72032-3080,5,5,Ellis Arnold,President,5013296811,710236897,075635094,109900,1,www.hendrix.edu/,www.hendrix.edu/admission,www.hendrix.edu/financialaid,www.hendrix.edu/apply,www.hendrix.edu/Admission/PriceCalculator/, ,www.hendrix.edu/institutionalresearch/disclosures/,www.hendrix.edu/academicaffairs/default.aspx?id=1990,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,21,7,2,12,3,11,21,21,21,31,2,2,2,-2,-2,30780,1,340,-2,5045,Faulkner County,502,-92.443256,35.101565,133,1
107141,1,2,1,2,1,3,5,1,3,R,1604,R,611.0,R,993.0,R,848.0,R,338.0,R,510.0,R,333.0,R,152.0,R,181.0,R,330.0,R,152.0,R,178.0,R,3.0,R,0.0,R,3.0,R,52.0,R,16.0,R,237.0,R,71.0,R,560.0,R,655.0,R,540.0,R,665.0,R,22.0,R,29.0,R,20.0,R,27.0,R,22.0,R,31.0,John Brown University, ,2000 W University St,Siloam Springs,AR,72761,5,5,Dr Charles W. Pollard,President,4795249500,710239576,077394112,110000,1,www.jbu.edu/,www.jbu.edu/admissions/,www.jbu.edu/admissions/financial_aid/,www.jbu.edu/apply/,info.eaglenet.jbu.edu/npc, ,https://www.jbu.edu/academics/retention/?r=/about/retention/,www.jbu.edu/sss/disability/,2,1,2,8,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,11,13,4,11,19,19,22,32,2,2,2,-2,-2,22220,1,-2,-2,5007,Benton County,503,-94.560283,36.189812,120,1
107558,1,3,1,2,5,3,5,5,3,R,1918,R,808.0,R,1107.0,R,1062.0,R,452.0,R,607.0,R,201.0,R,93.0,R,108.0,R,201.0,R,93.0,R,108.0,R,0.0,R,0.0,R,0.0,R,23.0,R,15.0,R,114.0,R,78.0,R,490.0,R,550.0,R,460.0,R,580.0,R,18.0,R,23.0,R,17.0,R,23.0,R,17.0,R,23.0,University of the Ozarks,Ozarks,415 N College Ave,Clarksville,AR,72830,5,5,Richard L.  Rich  Dunsworth,President,4799791000,710236867,075637389,109400,1,https://www.ozarks.edu/,https://ozarks.edu/admissions-aid,https://ozarks.edu/admissions-aid/costs-and-aid,https://ozarks.edu/admissions-aid/how-to-apply,https://admissions.ozarks.edu/secure/calc/default.aspx, , ,https://ozarks.edu/academics/student-success-center/,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,22,12,0,10,2,8,22,22,22,32,2,1,2,-2,-2,-2,-2,-2,-2,5071,Johnson County,504,-93.467221,35.476278,140,1
107877,1,5,1,3,3,3,1,1,3,R,1181,R,428.0,R,753.0,R,757.0,R,249.0,R,508.0,R,187.0,R,86.0,R,101.0,R,186.0,R,85.0,R,101.0,R,1.0,R,1.0,R,0.0,R,7.0,R,4.0,R,180.0,R,96.0,R,400.0,R,590.0,R,435.0,R,520.0,R,19.0,R,24.0,R,19.0,R,25.0,R,17.0,R,23.0,Williams Baptist University, ,60 W Fulbright Avenue,Walnut Ridge,AR,72476,5,5,Dr. Stan Norman,President,8708866741,710240677,077397917,110600,1,https://williamsbaptistuniversity.com/,https://williamsbu.edu/admission-requirements-staff/,https://williamsbu.edu/everything-financial/,https://williamsbu.edu/apply/,https://npc.collegeboard.org/app/wbcoll, ,https://williamsbu.edu/wp-content/uploads/2018/10/Athletic-Graduation-Rate.pdf,https://williamsbu.edu/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,2,22,13,1,11,3,8,21,22,22,32,2,1,2,-2,-2,-2,-2,-2,-2,5075,Lawrence County,501,-90.940277,36.125676,142,2
107983,1,1,1,2,3,3,1,1,3,R,2813,R,1100.0,R,1705.0,R,1761.0,R,707.0,R,1047.0,R,632.0,R,293.0,R,339.0,R,628.0,R,293.0,R,335.0,R,4.0,R,0.0,R,4.0,R,62.0,R,10.0,R,627.0,R,100.0,R,460.0,R,570.0,R,470.0,R,570.0,R,18.0,R,25.0,R,17.0,R,24.0,R,16.0,R,24.0,Southern Arkansas University Main Campus, ,100 E. University,Magnolia,AR,71753,5,5,Trey Berry,President,8702354000,716007749,069733327,110700,1,https://www.saumag.edu/,https://web.saumag.edu/admissions/,https://web.saumag.edu/finaid/,https://web.saumag.edu/admissions/apply/,https://www.saumag.edu/netprice/,https://www.saumag.edu/veterans, ,https://web.saumag.edu/testing/disability-support-services/,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,6,10,4,14,18,19,19,21,2,2,2,-2,-2,31620,2,-2,-2,5027,Columbia County,504,-93.235922,33.291618,110,1
109785,1,3,1,3,3,3,5,2,3,R,3967,R,1270.0,R,2697.0,R,3733.0,R,1186.0,R,2547.0,R,636.0,R,210.0,R,426.0,R,625.0,R,207.0,R,418.0,R,11.0,R,3.0,R,8.0,R,100.0,R,16.0,R,18.0,R,3.0,R,493.0,R,628.0,R,473.0,R,638.0,R,19.0,R,25.0,R,19.0,R,25.0,R,16.0,R,25.0,Azusa Pacific University, ,901 E Alosta,Azusa,CA,91702-7000,6,8,"Andrew Barton, EdD",Interim President,6269693434,951744369,076245851,111700,1,www.apu.edu/,www.apu.edu/admissions/,www.apu.edu/sfs/,https://www.apu.edu/undergraduate-admissions/apply/,https://www.apu.edu/undergraduate-admissions/financialaid/calculator/,www.apu.edu/militaryeducation/resources/,https://athletics.apu.edu/sports/2018/10/4/public_info.aspx,www.apu.edu/academic-success/services/accessibility/,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,16,16,18,11,5,14,16,17,17,21,2,3,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,632,-117.888375,34.130047,98,1
110097,1,3,1,2,3,3,5,1,3,R,4354,R,1630.0,R,2724.0,R,2646.0,R,896.0,R,1750.0,R,655.0,R,262.0,R,393.0,R,645.0,R,257.0,R,388.0,R,10.0,R,5.0,R,5.0,R,166.0,R,26.0,R,68.0,R,11.0,R,563.0,R,688.0,R,540.0,R,660.0,R,22.0,R,29.0,R,22.0,R,31.0,R,20.0,R,27.0,Biola University, ,13800 Biola Ave,La Mirada,CA,90639-0001,6,8,Barry H. Corey,President,5629036000,950549600,041156514,112200,1,https://www.biola.edu/,https://www.biola.edu/admissions/undergrad,https://www.biola.edu/financial-aid/scholarships-and-aid/undergrad,https://www.biola.edu/admissions/undergrad#apply-now,https://www.biola.edu/financial-aid/resources/net-price-calculator#net-price,https://www.biola.edu/veterans-services, ,https://www.biola.edu/disability-services,2,1,2,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,18,13,5,14,17,17,17,16,2,3,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,638,-118.014374,33.906203,101,1
110413,1,2,1,1,1,3,5,5,3,R,4041,R,1724.0,R,2317.0,R,3311.0,R,1359.0,R,1952.0,R,492.0,R,207.0,R,285.0,R,490.0,R,206.0,R,284.0,R,2.0,R,1.0,R,1.0,R,86.0,R,17.0,R,25.0,R,5.0,R,550.0,R,640.0,R,540.0,R,650.0,R,23.0,R,28.0,R,22.0,R,28.0,R,23.0,R,27.0,California Lutheran University, ,60 W Olsen Rd,Thousand Oaks,CA,91360-2787,6,8,Dr. Lori Varlotta,President,8054922411,952962604,009680471,113300,1,www.callutheran.edu/,www.callutheran.edu/admission/,www.callutheran.edu/financial-aid/,www.callutheran.edu/admission/apply.html,https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html,www.callutheran.edu/veterans/, ,www.callutheran.edu/students/disability-services/,2,1,2,9,1,1,13,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,18,10,7,13,5,14,18,18,18,21,2,2,2,-2,-2,37100,1,348,-2,6111,Ventura County,626,-118.878924,34.224566,112,1
111948,1,2,1,1,1,1,5,1,3,R,15098,R,5556.0,R,9542.0,R,9115.0,R,3191.0,R,5924.0,R,1658.0,R,604.0,R,1054.0,R,1645.0,R,597.0,R,1048.0,R,13.0,R,7.0,R,6.0,R,370.0,R,22.0,R,222.0,R,13.0,R,610.0,R,700.0,R,600.0,R,710.0,R,26.0,R,31.0,R,25.0,R,34.0,R,24.0,R,29.0,Chapman University, ,One University Dr.,Orange,CA,92866,6,8,Dr. Daniele C. Struppa,President,7149976815,951643992,072528433,116400,1,https://www.chapman.edu/,https://www.chapman.edu/admission/index.aspx,https://www.chapman.edu/students/tuition-and-aid/financial-aid/index.aspx,https://www.commonapp.org/explore/chapman-university,https://www.chapman.edu/students/tuition-and-aid/financial-aid/net-cost-calculator/index.aspx,https://www.chapman.edu/students/tuition-and-aid/financial-aid/veterans/index.aspx, ,https://www.chapman.edu/students/health-and-safety/disability-services/,2,1,2,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,16,13,17,14,4,14,16,18,18,21,2,3,2,-2,-2,31080,1,348,-2,6059,Orange County,646,-117.852518,33.79302,98,1
112075,1,5,1,5,5,5,5,2,3,R,3265,R,1268.0,R,1997.0,R,2657.0,R,941.0,R,1716.0,R,341.0,R,144.0,R,197.0,R,341.0,R,144.0,R,197.0,A,,A,,A,,R,41.0,R,12.0,R,26.0,R,8.0,R,520.0,R,640.0,R,510.0,R,620.0,R,21.0,R,29.0,R,20.0,R,30.0,R,19.0,R,26.0,Concordia University-Irvine,Concordia University Irvine,1530 Concordia West,Irvine,CA,92612-3203,6,8,Michael A. Thomas,President,9498548002,952798775,076084946,2070500,1,www.cui.edu/,www.cui.edu/admissions/,www.cui.edu/studentlife/financial-aid/,www.cui.edu/en-us/apply,www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911,www.cui.edu/studentlife/veterans,https://www.cui.edu/academicprograms/provost/institutional-research-assessment/index/id/24771,www.cui.edu/studentlife/disability-learning-resource-center,2,1,2,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,12,13,6,14,18,18,18,22,2,2,1,Concordia University System,200450,31080,1,348,-2,6059,Orange County,645,-117.812305,33.653665,102,1
112260,2,2,1,1,1,3,5,3,3,R,5632,R,2578.0,R,3054.0,R,633.0,R,283.0,R,350.0,R,358.0,R,177.0,R,181.0,R,358.0,R,177.0,R,181.0,R,0.0,R,0.0,R,0.0,R,102.0,R,28.0,R,90.0,R,25.0,R,700.0,R,750.0,R,720.0,R,780.0,R,32.0,R,35.0,R,30.0,R,34.0,R,34.0,R,35.0,Claremont McKenna College, ,500 E 9th St,Claremont,CA,91711-6400,6,8,Hiram Chodosh,President,9096218000,951664101,009661893,117000,1,www.cmc.edu/,www.cmc.edu/admission,www.cmc.edu/financial-aid,www.cmc.edu/admission/apply,https://npc.collegeboard.org/student/app/claremontmckenna, ,web3.ncaa.org/aprsearch/DIIIfgrsearch,www.cmc.edu/dean-of-students/accessibility-services,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,21,6,2,14,3,11,21,21,21,31,2,2,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,627,-117.711188,34.102154,133,1
113698,5,2,5,2,5,2,5,1,3,R,1981,R,505.0,R,1476.0,R,1841.0,R,456.0,R,1385.0,C,245.0,C,81.0,C,164.0,C,244.0,C,80.0,C,164.0,C,1.0,R,1.0,C,0.0,R,16.0,R,8.0,R,6.0,R,3.0,R,528.0,R,630.0,R,535.0,R,645.0,R,20.0,R,25.0,R,19.0,R,27.0,R,19.0,R,27.0,Dominican University of California,DUofC,50 Acacia Ave,San Rafael,CA,94901-2298,6,8,Dr. Nicola Pitchford,President,4154574440,941156525,074664855,119600,1,https://www.dominican.edu/,https://www.dominican.edu/admissions,https://www.dominican.edu/admissions/tuition-and-financial-aid/apply-aid,https://www.dominican.edu/admissions/apply-now,https://www.shoppingsheet.com/Shopping/Landing/dominican,https://www.dominican.edu/admissions/tuition-and-financial-aid/veterans-education-benefits,https://www.dominican.edu/sites/default/files/2020-09/athletically-related-financial-aid.pdf,https://www.dominican.edu/campus-life/student-services-and-resources/accessibility-and-disability-services,2,1,2,9,1,1,12,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,8,13,4,10,19,19,19,21,2,2,2,-2,-2,41860,1,488,-2,6041,Marin County,602,-122.512051,37.981279,120,2
114813,1,2,1,2,5,3,5,1,3,R,917,R,294.0,R,623.0,R,714.0,R,227.0,R,487.0,R,200.0,R,74.0,R,126.0,R,195.0,R,71.0,R,124.0,R,5.0,R,3.0,R,2.0,R,19.0,R,10.0,R,3.0,R,2.0,R,480.0,R,620.0,R,490.0,R,620.0,R,17.0,R,24.0,R,15.0,R,25.0,R,20.0,R,23.0,Fresno Pacific University, ,1717 S Chestnut Ave,Fresno,CA,93702-4709,6,8,Joseph Jones,President,5594532000,941021164,071885362,125300,1,www.fresno.edu/,www.fresno.edu/admissions/,www.fresno.edu/students/student-financial-services,apply.fresno.edu/,https://tcc.noellevitz.com/(S(2udqcz4v5juwacioemspbydx))/Fresno Pacific University/Freshman Students,www.fresno.edu/students/registrars-office/veterans-services,www.fresno.edu/about/disclosure-documents,www.fresno.edu/students/academic-support/services-students-disabilities,2,1,2,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,6,11,4,12,18,18,19,21,2,2,2,-2,-2,23420,1,260,-2,6019,Fresno County,616,-119.735199,36.726831,113,1
115409,5,5,1,1,1,3,5,1,3,R,4737,R,3142.0,R,1595.0,R,473.0,R,216.0,R,257.0,R,225.0,R,115.0,R,110.0,R,225.0,R,115.0,R,110.0,A,,A,,A,,R,89.0,R,40.0,R,45.0,R,20.0,R,710.0,R,760.0,R,770.0,R,800.0,R,34.0,R,36.0,R,34.0,R,36.0,R,33.0,R,35.0,Harvey Mudd College,"Mudd, HMC",301 Platt Blvd.,Claremont,CA,91711,6,8,Maria Klawe,President,9096218000,951911219,066691130,117100,1,https://www.hmc.edu/,https://www.hmc.edu/admission.html,https://www.hmc.edu/admission.html,https://www.hmc.edu/admission/apply/,https://npc.collegeboard.org/student/app/hmc, , ,https://www.hmc.edu/student-life/disability-resources/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,0,14,2,8,21,21,21,31,2,1,2,-2,-2,31080,1,348,-2,6037,Los Angeles County,627,-117.709837,34.106515,134,1
